Publisher,IATI Organisation Identifier,Organization Type,HQ Country or Region,Datasets Count,Datasets Link
Uganda Martyrs University,UG-RSB-80010000253134/25060,"Academic, Training and Research",Uganda,2,https://iatiregistry.org/publisher/umu
Gulu University,XI-GRID-grid.442626.0,"Academic, Training and Research",Uganda,2,https://iatiregistry.org/publisher/guluuni
"The University of Dodoma (UDOM), Tanzania",XI-GRID-grid.442459.a,"Academic, Training and Research","Tanzania, United Republic of",2,https://iatiregistry.org/publisher/udom
LIWA programme trust,KE-KRA-P051542095J,"Academic, Training and Research",Kenya,1,https://iatiregistry.org/publisher/liwa-admin
Northern Network for Education Development,GH-DSW-2000,National NGO,Ghana,1,https://iatiregistry.org/publisher/nned
Accountability Lab,US-EIN-45-4613016,National NGO,United States,2,https://iatiregistry.org/publisher/alab
International Food Policy Research Institute,XI-GRID-grid.419346.d,International NGO,United States,2,https://iatiregistry.org/publisher/ifpri
Opportunity International Savings and Loans Ltd,GH-RGD-99389,Private Sector,Ghana,1,https://iatiregistry.org/publisher/oisl_gh
Silsab Foundation,NG-CAC-1260478,National NGO,Nigeria,1,https://iatiregistry.org/publisher/silsab1-_
GEF Secretariat,XI-BRIDGE-6385676864,Multilateral,United States,165,https://iatiregistry.org/publisher/gef
Ashoka East Africa,KE-NCB-21805120080955572,International NGO,Kenya,2,https://iatiregistry.org/publisher/ashoka
World Horse Welfare,GB-CHC-206658,International NGO,United Kingdom,2,https://iatiregistry.org/publisher/whw2019
IMA World Health,US-EIN-522112460,International NGO,United States,2,https://iatiregistry.org/publisher/us-imawh
Centre International de Développement et de Recherche,FR-RCS-78049888700022,International NGO,France,1,https://iatiregistry.org/publisher/cidr
Zoological Society of London,GB-COH-RC000749,International NGO,United Kingdom,2,https://iatiregistry.org/publisher/zsl
OECD,XM-DAC-47080,Multilateral,France,4,https://iatiregistry.org/publisher/oecd
SouthSouthNorth,ZA-NPO-048-364,International NGO,South Africa,2,https://iatiregistry.org/publisher/ssn
Humanitarian Quality Assurance Initiative,CH-FDJP-258577051,International NGO,Switzerland,2,https://iatiregistry.org/publisher/hqai
HM Treasury,GB-GOV-2,Government,United Kingdom,1,https://iatiregistry.org/publisher/hmtfitb
Coalition for Epidemic Preparedness Innovations,NO-BRC-917687811,International NGO,Norway,1,https://iatiregistry.org/publisher/cepi
Department for International Trade,GB-GOV-15,Government,United Kingdom,2,https://iatiregistry.org/publisher/dit
Children in Crossfire,GB-NIC-101412,International NGO,United Kingdom,2,https://iatiregistry.org/publisher/cicni
Jordan River Foundation,XM-OCHA-HPC3664,National NGO,Jordan,1,https://iatiregistry.org/publisher/jrf
King Salman Humanitarian Aid and Relief Centre,XM-OCHA-HPC6770,Government,Saudi Arabia,103,https://iatiregistry.org/publisher/ksrelief291
IMD Moçambique,MZ-MOJ-100717344,National NGO,Mozambique,2,https://iatiregistry.org/publisher/imdmozambique
Transform Africa,GB-CHC-1081769,International NGO,United Kingdom,1,https://iatiregistry.org/publisher/transafrica19
Swisscontact,CH-FDJP-CHE107828868,International NGO,Switzerland,2,https://iatiregistry.org/publisher/swisscontact
Fondation Hirondelle,CH-FDJP-CHE109947366,International NGO,Switzerland,1,https://iatiregistry.org/publisher/fh_ch
One Young World,GB-CHC-1147298,National NGO,United Kingdom,2,https://iatiregistry.org/publisher/oyw
London School of Hygiene and Tropical Medicine,GB-EDU-133903,"Academic, Training and Research",United Kingdom,2,https://iatiregistry.org/publisher/lshtm
"UK - Department for Digital, Culture, Media and Sport",GB-GOV-12,Government,United Kingdom,2,https://iatiregistry.org/publisher/dcms
Village Water Ltd,GB-CHC-1117377,International NGO,United Kingdom,2,https://iatiregistry.org/publisher/villagewater
Action Contre la Faim,FR-RCS-31899089200065,International NGO,France,10,https://iatiregistry.org/publisher/acf-fr
Vera Solutions,US-EIN-27-3440108,Private Sector,United States,1,https://iatiregistry.org/publisher/vera-solutions
Action Canada for Sexual Health and Rights,CA-CRA_ACR-107848319,International NGO,Canada,2,https://iatiregistry.org/publisher/acfshr
CARE Nepal,NP-IRD-302274734,International NGO,Nepal,2,https://iatiregistry.org/publisher/cnepal
World Education Inc.,US-EIN-13-1804349,"Academic, Training and Research",United States,1,https://iatiregistry.org/publisher/wei
Tameer-e-Khalaq Foundation,PK-VSWA-32-2004,National NGO,Pakistan,1,https://iatiregistry.org/publisher/tkf1234
"Adventist Development and Relief Agency, Nepal",NP-IRD-302113730,International NGO,Nepal,3,https://iatiregistry.org/publisher/adra_nepal
Cesvi,IT-CF-95008730160,International NGO,Italy,1,https://iatiregistry.org/publisher/cesvi
Minority Rights Group,GB-CHC-282305,International NGO,United Kingdom,2,https://iatiregistry.org/publisher/mrg
Integrated Water Resources Management Programme,XM-DAC-7-PPR-4000002894,Government,Mozambique,2,https://iatiregistry.org/publisher/iwrm
Centro de Promocion y Defensa de los Derechos Sexuales y Reproductivos,PE-SUNARP-11744379,Regional NGO,Peru,2,https://iatiregistry.org/publisher/promsex
CARE international foundation Switzerland in Sudan,XM-OCHA-HPC8568,International NGO,Sudan,2,https://iatiregistry.org/publisher/cis
Linking Pin Africa Ltd,UG-RSB-80020001996190,Private Sector,Uganda,1,https://iatiregistry.org/publisher/lpa
Health Development Initiative,RW-RGB-77-RGB-NGO-2013,National NGO,Rwanda,1,https://iatiregistry.org/publisher/hdi
Kenya Private Sector Alliance,KE-RCO-105217,Private Sector,Kenya,2,https://iatiregistry.org/publisher/kepsa
KITUO CHA SHERIA,KE-KRA-P051098561L,National NGO,Kenya,2,https://iatiregistry.org/publisher/kituo
Syrian Center for Media and Freedom of Expression,FR-RCS-83764263600018,National NGO,France,2,https://iatiregistry.org/publisher/scm
Nonviolent Peaceforce South Sudan,SS-RRC-004,International NGO,South Sudan,5,https://iatiregistry.org/publisher/npss
Twynstra Gudde,NL-KVK-31047672,Private Sector,Netherlands,2,https://iatiregistry.org/publisher/twynstragudde
Institute for Policy Research and Advocacy (ELSAM),ID-KHH-AHU17AH0107,National NGO,Indonesia,2,https://iatiregistry.org/publisher/elsam
London School of Economics and Political Science,GB-COH-00070527,"Academic, Training and Research",United Kingdom,1,https://iatiregistry.org/publisher/lse
"Conflict, Stability and Security Fund",GB-GOV-52,Government,United Kingdom,1,https://iatiregistry.org/publisher/cssf
Cross-Government Prosperity Fund,GB-GOV-50,Government,United Kingdom,1,https://iatiregistry.org/publisher/prosperityfund
Royal Commonwealth Ex-Sevices League,GB-CHC-1174874,International NGO,United Kingdom,2,https://iatiregistry.org/publisher/rcel
Drugs for Neglected Diseases initiative (DNDi),CH-FDJP-CHE110141200,"Academic, Training and Research",Switzerland,2,https://iatiregistry.org/publisher/dndi_transparency
Greater Virunga Transboundary Collaboration,RW-RRA-103197639,Government,Rwanda,2,https://iatiregistry.org/publisher/gvtc
South Asian Women Development Forum,NP-SWC-37725,"Academic, Training and Research",(No country assigned),1,https://iatiregistry.org/publisher/sawdf-admin
Accelerator Nepal,NP-SWC-46024,National NGO,Nepal,1,https://iatiregistry.org/publisher/acceleratornepal
Nutrition International,CA-CRA_ACR-869974816,International NGO,Canada,1,https://iatiregistry.org/publisher/nutritionintl
Centre for Humanitarian Dialogue (HD Centre),CH-FDJP-CHE-105181636,Foundation,Switzerland,2,https://iatiregistry.org/publisher/hdcentre
International Aids Vaccine Initiative (IAVI),US-EIN-13-3870223,International NGO,United States,2,https://iatiregistry.org/publisher/iavi
Partnership for African Social & Governance Research (PASGR),KE-RCO-CPR/2011/63463,"Academic, Training and Research",Kenya,1,https://iatiregistry.org/publisher/pasgr
Resilience,NL-KVK-09181221,"Academic, Training and Research",Netherlands,2,https://iatiregistry.org/publisher/resilience
Maastricht School of Management,NL-KVK-41145371,Foundation,Netherlands,2,https://iatiregistry.org/publisher/msm-ipd
Centre Diocésain de Communication de Ouahigouya,BF-MATD-RNRD00045-4000004688,National NGO,Burkina Faso,2,https://iatiregistry.org/publisher/cdc_ohg
Carbon Trust Advisory Ltd,GB-COH-06274284,Private Sector,United Kingdom,3,https://iatiregistry.org/publisher/carbontrustadvisory
PUBLIC HEALTH FOUNDATION OF INDIA,IN-MHA-231660927,National NGO,India,2,https://iatiregistry.org/publisher/phfi
TAG International Development Limited,GB-COH-07171834,Private Sector,United Kingdom,2,https://iatiregistry.org/publisher/taginternational
University of Plymouth,GB-UKPRN-10007801,"Academic, Training and Research",United Kingdom,2,https://iatiregistry.org/publisher/uop
Positive Vibes Trust,NA-NAMRA-04822224,International NGO,Namibia,2,https://iatiregistry.org/publisher/pv
Okapi Consulting,ZA-CIP-2005-028883-23,International NGO,South Africa,1,https://iatiregistry.org/publisher/okapiconsulting
Health Insurance Fund,NL-KVK-34234456,International NGO,Netherlands,3,https://iatiregistry.org/publisher/hif
Montrose International LLP,GB-COH-OC350651,"Academic, Training and Research",(No country assigned),2,https://iatiregistry.org/publisher/montrose_llp
Chance for Childhood,GB-CHC-1013587,International NGO,United Kingdom,1,https://iatiregistry.org/publisher/chanceforchildhood
PRI Association,GB-COH-7207947,"Academic, Training and Research",United Kingdom,1,https://iatiregistry.org/publisher/pri_icf
INTOSAI Development Initiative,NO-BRC-980997278,International NGO,Norway,2,https://iatiregistry.org/publisher/idi
Jordan Open Source Association,JO-MSD-2011101100001,National NGO,Jordan,2,https://iatiregistry.org/publisher/josa
The George Washington University,US-EIN-53-0196584,"Academic, Training and Research",United States,1,https://iatiregistry.org/publisher/gwu_gwi
Impunity Watch,NL-KVK-30238214,International NGO,Netherlands,2,https://iatiregistry.org/publisher/iw_admin
Neem Foundation,NG-CAC-83813,National NGO,Nigeria,1,https://iatiregistry.org/publisher/neem
iDE,US-EIN-23-2220051,International NGO,United States,2,https://iatiregistry.org/publisher/ide
Triangle Génération Humanitaire,FR-RCS-40885667200030,International NGO,France,1,https://iatiregistry.org/publisher/tgh
Land Equity International,AU-ABN-42097054165,Private Sector,Australia,2,https://iatiregistry.org/publisher/lei
Keele University,GB-COH-RC000655,"Academic, Training and Research",United Kingdom,2,https://iatiregistry.org/publisher/keele-university
Results for Development,US-EIN-20-8530747,International NGO,United States,2,https://iatiregistry.org/publisher/r4d
Spanish Agency for International Development Cooperation (AECID),XM-DAC-50-21,Government,Spain,100,https://iatiregistry.org/publisher/aecid
ActionAid Ghana,GH-DSW-3064,National NGO,Ghana,2,https://iatiregistry.org/publisher/aag
Centre for Environment Human Rights and Development,NG-CAC-19258,International NGO,Nigeria,1,https://iatiregistry.org/publisher/cehrd1
World Benchmarking Alliance Foundation,NL-KVK-53744993,Foundation,Netherlands,2,https://iatiregistry.org/publisher/wba
SOS Sahel Sudan,XI-IATI-3435,National NGO,Sudan,2,https://iatiregistry.org/publisher/sosss_admin
transforma,CO-CCB-S0052181,National NGO,Colombia,4,https://iatiregistry.org/publisher/transforma
Yamaan Foundation for Health and Social Development,YE-MSAL-80/295,National NGO,Yemen,2,https://iatiregistry.org/publisher/yffhsd
ClientEarth,GB-COH-02863827,International NGO,United Kingdom,2,https://iatiregistry.org/publisher/clientearth-1
Terre des hommes- Aide à l'enfance dans le monde- Fondation,CH-FDJP-CHE106823242,International NGO,Switzerland,2,https://iatiregistry.org/publisher/tdh_foundation
University of Dundee,GB-SC-015096,"Academic, Training and Research",United Kingdom,1,https://iatiregistry.org/publisher/uodcepmlp
Young Africa International HUB,ZW-ROD-MA0000405/2015,International NGO,Zimbabwe,1,https://iatiregistry.org/publisher/yai-hub
International Potato Center,XM-DAC-47021,Multilateral,Peru,2,https://iatiregistry.org/publisher/cip
Triggerise Ethiopia,ET-CSA-3994,International NGO,Ethiopia,1,https://iatiregistry.org/publisher/trig
ActionAid Bangladesh,BD-NAB-0210,International NGO,Bangladesh,2,https://iatiregistry.org/publisher/aab
Shift Project Ltd.,US-EIN-45-2779314,International NGO,United States,2,https://iatiregistry.org/publisher/shiftproject
Kenya National Commission on Human Rights,KE-KRA-P051155108P,Government,Kenya,2,https://iatiregistry.org/publisher/knchr
World Jewish Relief,GB-CHC-290767,International NGO,United Kingdom,2,https://iatiregistry.org/publisher/wjr_001
DKT Ethiopia,ET-CSA-0062,International NGO,Ethiopia,2,https://iatiregistry.org/publisher/dkt_ethiopia
Unie van Waterschappen,NL-KVK-40407706,Other Public Sector,Netherlands,1,https://iatiregistry.org/publisher/uvw
Mercy Ships UK Limited,GB-COH-03147724,International NGO,United Kingdom,2,https://iatiregistry.org/publisher/msuk
Rainforest Action Network,US-EIN-94-3045180,International NGO,United States,2,https://iatiregistry.org/publisher/ran
University of Kinshasa,XI-GRID-grid.9783.5,"Academic, Training and Research",Congo (Democratic Republic of the),1,https://iatiregistry.org/publisher/dspd_unikin
kidasha,GB-CHC-1106156,International NGO,United Kingdom,1,https://iatiregistry.org/publisher/kidasha
World Vision Germany,DE-CR-RA000209-VR1207,International NGO,Germany,2,https://iatiregistry.org/publisher/wv_de
World Vision Ethiopia,ET-CSA-0784,International NGO,Ethiopia,2,https://iatiregistry.org/publisher/wv_et_activities
Doctors with Africa CUAMM,IT-CF-00677540288,International NGO,Italy,2,https://iatiregistry.org/publisher/cuamm
Ground Truth Solutions,AT-UID-U74408937,International NGO,Austria,1,https://iatiregistry.org/publisher/ground-truth-solutions
African Tax Administration Forum,XI-BRIDGE-3665722432,International NGO,South Africa,1,https://iatiregistry.org/publisher/ataf
Peace Direct,GB-CHC-1123241,International NGO,(No country assigned),1,https://iatiregistry.org/publisher/peacedirect
University of Dar es Salaam,XI-GRID-grid.8193.3,"Academic, Training and Research","Tanzania, United Republic of",1,https://iatiregistry.org/publisher/udsm-cbs
Small Arms Survey,XM-DAC-30009,"Academic, Training and Research",Switzerland,1,https://iatiregistry.org/publisher/sas_sana
Family Guidance Association of Ethiopia,ET-CSA-0475,National NGO,Ethiopia,2,https://iatiregistry.org/publisher/fgae_ethiopia
Ministry of Foreign Affairs - United Arab Emirates (UAE),XM-DAC-576,Government,United Arab Emirates,2,https://iatiregistry.org/publisher/mofaic_uae
Population Services Kenya,KE-NCB-2180511304359047,National NGO,Kenya,1,https://iatiregistry.org/publisher/pskenya_19
Faith to Action Network,KE-NCB-2180511403539790,International NGO,Kenya,3,https://iatiregistry.org/publisher/f2a
Auschwitz Institute for the Prevention of Genocide and Mass Atrocities,UG-NGO-3329,"Academic, Training and Research",Uganda,2,https://iatiregistry.org/publisher/aipr
Healthright International-Kenya,KE-NCB-218051200501953650,National NGO,Kenya,1,https://iatiregistry.org/publisher/hri
Carbon Trust (Beijing) Consulting Limited,CN-SAIC-9111010506489375XP,Private Sector,China,1,https://iatiregistry.org/publisher/ctbeijing
M&C Saatchi,GB-COH-OC364842,Private Sector,United Kingdom,2,https://iatiregistry.org/publisher/mcs_new
Restart Center,LB-MOI-6491,National NGO,Lebanon,1,https://iatiregistry.org/publisher/restartcenter
Business in the Community,GB-CHC-297716,International NGO,United Kingdom,2,https://iatiregistry.org/publisher/bitc
Balloon Ventures Foundation,GB-CHC-1141552,International NGO,United Kingdom,2,https://iatiregistry.org/publisher/bvf
African Parks Network,ZA-CIP-2007-0308903-08,International NGO,South Africa,1,https://iatiregistry.org/publisher/african_parks
The Institute for Strategic Dialogue,GB-COH-06581421,"Academic, Training and Research",United Kingdom,1,https://iatiregistry.org/publisher/isdglobal
Near East Foundation Mali (NEF Mali),ML-NIF-055000335T,International NGO,Mali,2,https://iatiregistry.org/publisher/nef_mali
Women Engage for a Common Future,NL-KVK-41186799,International NGO,Netherlands,1,https://iatiregistry.org/publisher/wecf
International Crisis Group,US-EIN-52-5170039,International NGO,Belgium,2,https://iatiregistry.org/publisher/crisisgroup
